,company_name,model,price,status,body_type,fuel_type,engine_desc,fuel_system,cooling,displacement,max_power,max_torque,cylinders_count,overall_lenght,overall_width,overall_height,seat_height,ground_clearance,wheelbase,kerb_wet,fuel_tank,bore,stroke,gears_count,clutch,gearbox,front_brake,rear_brake,front_suspension,rear_suspension,zero_cent,speedometer,tachometer,trip_meter,clock,electric_start
348,Honda,Honda Vision,"
₹ 60,000
",no-launch-plans,Scooter,Petrol,"108cc, 4-stroke",NaN,Air Cooling,108 cc,8.3 Bhp @ 8000 rpm,8.7 Nm @ 6500 rpm,1,1845.00 mm,670.00 mm,1090.00 mm,NaN,120.00 mm,1255.00 mm,102.00 kg,5.50 litres,50 mm,55 mm,Automatic,NaN,NaN,220mm disc,130mm drum,Telescopic forks,Unit swingarm,NaN,Analogue,None,Analogue-2,NaN,1
349,Husqvarna,Husqvarna Nuda,"
₹ 16,00,000 - ₹ 18,00,000
",available,Naked,Petrol,Parallel Twin Cylinder,NaN,Liquid Cooling,900 cc,103 Bhp @ 8500 rpm,100 Nm @ 7000 rpm,2,NaN,NaN,NaN,NaN,NaN,1495.00 mm,174.00 kg,13.00 litres,NaN,NaN,6,Wet Multiplate,NaN,NaN,NaN,Sachs 48mm Front Forks,Ohlins Shock Absorber,NaN,Digital,Analogue,Digital-2,NaN,1
350,Husqvarna,Husqvarna Svartpilen,"
₹ 1,60,000 - ₹ 7,00,000
",expected,Scrambler,Petrol,"248.8cc, Single-Cylinder, Liquid Cooled",Fuel Injection,Liquid Cooled,248.8 cc,31 HP @ 9000 rpm,24 NM @ 7250 rpm,1,NaN,NaN,NaN,835 mm,145 mm,NaN,NaN,9.5 litres,NaN,NaN,NaN,NaN,NaN,300mm Disc,230mm Disc,Upside-Down Telescopic Forks,Adjustable Monoshock,NaN,1,1,1,1,1
351,Husqvarna,Husqvarna Vitpilen,"
₹ 1,80,000 - ₹ 7,00,000
",expected,Cafe Racer,Petrol,"248.8cc, Single-Cylinder, Liquid Cooled",Fuel Injection,Liquid Cooled,248.8 cc,31 HP @ 9000 rpm,24 NM @ 7250 rpm,1,NaN,NaN,NaN,835 mm,145 mm,NaN,NaN,9.5 litres,NaN,NaN,NaN,NaN,NaN,300mm Disc,230mm Disc,Upside-Down Telescopic Forks,Adjustable Monoshock,NaN,1,1,1,1,1
352,Hyosung,Hyosung Aquila,"
₹ 1,00,000 - ₹ 5,46,000
",available,Cruiser,Petrol,"4 Stroke, DOHC 8 Valve 75O V-Twin 249 CC, Oil Cooled",Fuel Injection,Liquid Cooling,249 cc,26.21 BHP @ 9500 rpm,21.37 NM @ 7000 rpm,2,2282 mm,875 mm,1096 mm,710 mm,155 mm,1515 mm,179 kg,14 litres,57.0 mm,48.8 mm,5,NaN,NaN,Hydraulic disc brake,Drum,Telescopic Suspension,Hydraulic Double Shock Absorber,11.40 secs,Digital,Analogue,Digital,NaN,1
353,Hyosung,Hyosung GT250,"
₹ 2,70,000 - ₹ 3,20,000
",available,Sports,Petrol,"4 Stroke, DOHC 8 Valve 75O V-Twin 249 CC, Oil Cooled",Fuel Injection,Liquid Cooling,249 cc,28	BHP @	10000 rpm,22.07 Nm @ 8000 rpm,2,2090 mm,700 mm,1130 mm,830 mm,155 mm,1435 mm,188 kg,17 litres,NaN,NaN,5,NaN,NaN,300 mm Hydraulic double disc brake,230 mm Hydraulic single disc brake,Inverted Telescopic,Progressive Linkage Hydraulic Mono shock suspension,9.50 secs,Digital,Analog,Digital-2,NaN,1
354,Hyosung,Hyosung GT650,"
₹ 3,87,000 - ₹ 4,79,000
",available,Sports,Petrol,"4 Stroke, DOHC	8 Valve 90 degree V-Twin 647 CC, Water Cooled",Fuel Injection,Liquid Cooling,647 cc,72.68 BHP @	9000 rpm,60.9 Nm @	7500 rpm,2,2095 mm,700 mm,1135 mm,830 mm,165 mm,1445 mm,215 kg,17 litres,81.5 mm,62 mm,6,"Wet, Multi plate",NaN,300mm Hydraulic double disc	brake,230mm Hydraulic single disc brake,Inverted Telescopic,Progressive Linkage Hydraulic Mono shock absorber,5.50 secs,Digital,Analog,Digital-2,NaN,1
355,Hyosung,Hyosung GD250,"
₹ 1,75,000 - ₹ 2,00,000
",expected,Sports,Petrol,"249cc, DOHC, 4-valve, liquid-cooled",Fuel Injection System,Liquid-cooled,249 cc,27.6 BHP @ 9500 rpm,24.17 NM @ 7000 rpm,1,1937 mm,700 mm,1100 mm,810 mm,135 mm,1346 mm,155 kg,11 litres,73 mm,59.6 mm,6,"Wet, Multiplate",NaN,"300mm petal shaped spoke mounted single disc, 4 opposed pistons caliper, stainless mesh hose","230mm petal shaped spoke mounted single disc, 2 opposed pistons caliper, stainless mesh hose",37mm upside down telescopic,Dual side aluminium swing arm with gas charged hydraulic shock absorber (non-step preload adjustable),NaN,Digital,Digital,NaN,NaN,1
356,Hyosung,Hyosung GD450,"
₹ 2,50,000
",expected,Naked,Petrol,"Liquid-cooled, 4 valve, DOHC, Single Cylinder",Fuel Injection,Liquid-cooling,449 cc,49.3 BHP (50 PS) @ 7500 rpm,47.7 NM @ 7000 rpm,1,1955 mm,795 mm,1045 mm,810 mm,145 mm,1360 mm,162 kg,11 litres,96 mm,62 mm,6,"Wet, Multiplate",NaN,"300mm petal shaped single disc, 4 opposed piton radial callipers, stainless mesh hose","230mm petal shaped single disc, 2 opposed piton radial callipers, stainless mesh hose",41mm Upside down telescopic forks,Dual side aluminum swing arm with gas charged hydraulic shock absorber (non-step preload adjustable),NaN,Digital,Digital',Digital,Digital,1
357,Hyosung,Hyosung GT300,"
₹ 3,20,000
",expected,Sports,Petrol,"Air + Oil cooled, DOHC, 75-degree V-twin, 8-valve",Fuel Injection,Air + Oil cooled,275 cc,"27.62 BHP @ 10,500 rpm","23.5 NM @ 7,000 rpm",2,2090 mm,700 mm,1130 mm,800 mm,165 mm,1435 mm,178 kg,15 litres,57 mm,53.8 mm,5,Wet-multiplate,NaN,"300mm petal shaped single disc, opposed 4-pistons calliper","230mm petal shaped single disc, opposed 2-pistons calliper",41mm Upside Down telescopic forks,"Swing arm with progressive linkage, hydraulic mono shock absorber (pre-load adjustable)",NaN,1,1,1,1,1
358,Hyosung,Hyosung Mirage,"
₹ 3,25,000
",expected,Cruiser,Petrol,75º V-Twin DOHC,NaN,NaN,250 cc,25.8 HP @ 9000 rpm,21.7 NM @ 7000 rpm,2,NaN,NaN,NaN,710 mm,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,5-Speed Manual,Disc,Disc,Telescopic,Dual Shocks,NaN,NaN,NaN,NaN,NaN,NaN
359,Hyosung,Hyosung RT125,"
₹ 1,25,000
",expected,Off-road,Petrol,"Single cylinder, four-stroke",NaN,Air Cooling,124 cc,13.5 BHP @ 10000 rpm,NaN,1,2185.00 mm,NaN,1125.00 mm,NaN,230.00 mm,1430.00 mm,124.00 kg,NaN,NaN,NaN,5,NaN,NaN,Single disc,Drum,Telescopic Fork,Swing Arm,NaN,Analogue,None,None,NaN,1
360,Hyosung,Hyosung ST7,"
₹ 5,99,000
",discontinued,Cruiser,Petrol,"4 Stroke, DOHC 8 Valve 90 degree V-Twin 678.2cc, Water Cooled",Fuel Injection,Liquid Cooling,678.2 cc,57.66 Bhp @ 8000 rpm,57 Nm @ 6000 rpm,2,2470 mm,960 mm,1135 mm,690 mm,155 mm,1690 mm,244 kg,17 litres,81.53 mm,65 mm,5,"Wet, Multi plate",NaN,300mm Hydraulic disc brake,270mm Hydraulic disc brake,41mm Conventional Telescopic,"Swing arm, Hydraulic double shock absorber",6.5 secs,Analog,NaN,1,NaN,1
361,Hyosung,Hyosung GT125,"
₹ 90,000 - ₹ 1,25,000
",no-launch-plans,Naked,Petrol,124cc,NaN,Liquid Cooling,124 cc,14.2 Bhp @ 10500 rpm,9.7 Nm @ 10000 rpm,2,2080.00 mm,760.00 mm,1120.00 mm,NaN,130.00 mm,1445.00 mm,166.00 kg,17.00 litres,44 mm,41 mm,5,Wet Multiplate,NaN,Disc,Disc,35mm Telescopic Forks,Preload Adjustable Monoshock,NaN,Digital,Analogue,Digital-2,NaN,1
362,Indian,Indian Chief Classic,"
₹ 21,50,795
",available,Cruiser,Petrol,Thunder Stroke 111,Closed Loop Fuel Injection/ 54mm Bore,Liquid Cooling,1811 cc,73 HP @ 5075 rpm,138.9 NM @ 2600 rpm,2,2630 mm,1000 mm,1176 mm,660 mm,140 mm,1730 mm,357 kg,20.8 litres,101 mm,113 mm,6,Gear Drive Wet Clutch,NaN,"300mm Dual Discs, 4 Piston Caliper","300mm Single Disc, 2 Piston Caliper",46mm Telescopic Fork Cartridge Forks With Dual Rate Springs,Single Shock Absorber,NaN,Tank mounted Electronic Speedometer,Digital,Digital-2,NaN,1
363,Indian,Indian Chief Dark Horse,"
₹ 18,99,810
",available,Cruiser,Petrol,"1811cc, Liquid-cooled, Thunder Stroke 111",Closed Loop Fuel Injection/ 54mm Bore,Liquid Cooling,1811 cc,73 HP at 5075 rpm,138.9 NM @ 2600 rpm,2,2630 mm,1000 mm,1176 mm,660 mm,140 mm,1730 mm,357 kg,20.8 litres,101 mm,113 mm,6,Gear Drive Wet Clutch,NaN,"Dual 300mm Discs, Floating Rotor, 4 Piston caliper","Single 300mm Disc, Floating Rotor, 2 Piston caliper",Telescopic Fork/119mm - 46mm Cartridge Forks With Dual Rate Springs,Single Shock 94mm,NaN,Analog,NaN,NaN,NaN,1
364,Indian,Indian Chief Vintage,"
₹ 25,57,825
",available,Touring,Petrol,Thunder Stroke 111,Closed Loop Fuel Injection/54mm Bore,Liquid Cooling,1811 cc,73 HP at 5075 rpm,138.9 NM @ 2600 rpm,2,2634 mm,1000 mm,1490 mm,660 mm,140 mm,1730 mm,388 kg,20.80 litres,101 mm,113 mm,6,"Wet, Multi-plate",NaN,Dual/Floating Rotor/4 Piston Caliper Dual Front/300mm Anti-Lock Brakes,Single/Floating Rotor/2 Piston Caliper/300 mm with Anti-Lock Brakes,Telescopic Fork/119 mm - 46 mm Cartridge Forks With Dual Rate Springs,Single Shock 94mm,NaN,Analog,Analog,Digital-2,NaN,1
365,Indian,Indian Chieftain,"
₹ 30,28,990 - ₹ 32,33,010
",available,Touring,Petrol,Thunder Stroke 111,Closed Loop Fuel Injection/54mm Bore,Liquid Cooling,1811 cc,73 BHP @ 5075 rpm,138.9 NM @ 2600 rpm,2,2571 mm,1000 mm,1529 mm,660 mm,140 mm,1668 mm,391 kg,20.80 litres,101 mm,113 mm,6,"Wet, Multi-plate",NaN,Dual/Floating Rotor/4 Piston Caliper Dual Front/300 mm with Anti-Lock Brakes,Single/Floating Rotor/2 Piston Caliper/300 mm With Anti-Lock Brakes,Telescopic Fork/119 mm - 46 mm Cartridge Forks With Dual Rate Springs,Single Shock/114mm/Pneumatic Adjustment,NaN,Analog,Analog,Digital-2,NaN,1
366,Indian,Indian Roadmaster,"
₹ 37,68,310 - ₹ 40,38,990
",available,Touring,Petrol,THUNDER STROKE® 111,Closed Loop Fuel Injection/54mm Bore,Liquid Cooling,1811 cc,73 HP @ 5075 rpm,138.9 NM @ 2600 rpm,2,2656 mm,1000 mm,1491 mm,673 mm,140 mm,1668 mm,428 kg,20.8 litres,101 mm,113 mm,6,"Wet, Multi-plate",NaN,300mm Double Disc with 4-piston Caliper,300mm Single Disc with 2-piston Caliper,"Telescopic Forks, 46mm Cartridge Forks With Dual Rate Springs","Single Shock, Pneumatic Adjustment",NaN,Analog,Analog,Dual with Time and Distance,1,1
367,Indian,Indian Scout,"
₹ 11,10,495 - ₹ 12,82,195
",available,Cruiser,Petrol,"V-twin, liquid-cooled",Closed Loop Fuel Injection/60mm Bore,Liquid Cooling,1133 cc,100 HP @ 8100 rpm,97.7 NM @ 5900 rpm,2,2311 mm,880 mm,1207 mm,635 mm,135 mm,1562 mm,253 kg,12.5 litres,NaN,NaN,6,"Wet, Multi-plate",NaN,Single 298 mm Rotor 2 Piston Caliper,"Single 298mm Rotor, 1 piston caliper","Telescopic Fork, 120 mm","Dual Shocks, 76mm",NaN,Analog,Digital,Digital-2,NaN,1
368,Indian,Indian Springfield,"
₹ 33,83,500
",available,Cruiser,Petrol,Thunder Stroke 111,Closed Loop Fuel Injection / 54 mm Bore,NaN,1811 cc,73 HP @ 5075 rpm,138.9 NM @ 2600 rpm,2,2583 mm,990 mm,1442 mm,660 mm,142 mm,1701 mm,388 kg,20.8 litres,101 mm,113 mm,6,"Wet, Multi-Plate",NaN,Dual / 300 mm Floating Rotor / 4 Piston Caliper,Single / 300 mm Floating Rotor / 2 Piston Caliper,46 mm Telescopic Fork,Single Shock w/Air adjust,NaN,1,1,1,NaN,1
369,Jawa,Jawa Forty Two,"
₹ 1,55,000
",available,Cruiser,Petrol,"Single-Cylinder, DOHC",Fuel Injection,Liquid-Cooled,293 cc,27 HP,28 Nm,1,NaN,NaN,NaN,765 mm,NaN,1369 mm,170 kg,14 litres,76 mm,65 mm,6,NaN,Constant Mesh,280mm Disc with Floating Caliper (ABS),153mm Drum,Telescopic Hydraulic Forks,Twin-shocks (Hydraulic),NaN,1,NaN,NaN,NaN,1
370,Jawa,Jawa Perak,"
₹ 1,94,500
",available,Cruiser,Petrol,"Single-Cylinder, DOHC",Fuel Injection,Liquid-Cooled,334 cc,30 HP,31 Nm,1,NaN,NaN,NaN,750 mm,NaN,1485 mm,179 kg,14 litres,81 mm,65 mm,6,NaN,Constant Mesh,280mm Single Front Disc,240mm Rear Disc,Telescopic Hydraulic Forks,7-Step Adjustable Monoshock,NaN,1,NaN,NaN,NaN,1
371,Jawa,Jawa Standard,"
₹ 1,64,000 - ₹ 1,73,000
",available,Cruiser,Petrol,"Single-Cylinder, DOHC",Fuel Injection,Liquid-Cooled,293 cc,27 HP,28 Nm,1,NaN,NaN,NaN,765 mm,NaN,1369 mm,170 kg,14 litres,76 mm,65 mm,6,NaN,Constant Mesh,280mm Disc with Floating Caliper (ABS),153mm Drum,Telescopic Hydraulic Forks,Twin-shocks (Hydraulic),NaN,1,NaN,NaN,NaN,1
372,Jawa,Jawa 660,"
₹ 4,50,000
",expected,Cruiser,Petrol,"660cc, parallel-twin, four-stroke, liquid-cooled",Electronic Fuel Injection (EFi),Liquid-Cooled,660 cc,49 HP @ 6000 rpm,57.5 NM @ 5500 rpm,2,NaN,NaN,NaN,825 mm,NaN,1500 mm,NaN,15 litres,100 mm,84 mm,5,NaN,NaN,305mm Double Discs,220mm Single Disc,Telescopic Forks,Mono-Shock,NaN,Analog,Analog,Digital,NaN,1
373,Jawa,Jawa Motorcycle (2019),"
₹ 1,73,000
",discontinued,Cruiser,Petrol,"Single-Cylinder, DOHC",Fuel Injection,Liquid-Cooled,293 cc,27 HP,28 Nm,1,NaN,NaN,NaN,765 mm,NaN,1369 mm,170 kg,14 litres,76 mm,65 mm,6,NaN,Constant Mesh,280mm Disc with Floating Caliper,Disc,Telescopic Hydraulic Forks,Twin-shocks (Hydraulic),NaN,1,NaN,NaN,NaN,1
374,Kanda,Kanda Brave,"
NA
",available,Commuter,NaN,125cc,NaN,Air Cooling,125 cc,[email protected],[email protected],NaN,2000.00 mm,780.00 mm,1170.00 mm,NaN,170.00 mm,NaN,118.00 kg,12.00 litres,NaN,NaN,4 Speed,NaN,NaN,Air Cooling,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
375,Kanda,Kanda Lovely,"
NA
",available,Scooterette,NaN,Sealed Acid Battery,NaN,NaN,NaN,"48V 22Ah, 245 W",NaN,NaN,NaN,NaN,NaN,NaN,125.00 mm,NaN,73.40 kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
376,Kanda,Kanda Mission,"
NA
",available,Commuter,NaN,125cc,NaN,Air Cooling,125 cc,[email protected],[email protected],NaN,2000.00 mm,780.00 mm,1170.00 mm,NaN,170.00 mm,1320.00 mm,118.00 kg,12.00 litres,NaN,NaN,5 Manual,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,1
377,Kawasaki,Kawasaki KLX,"
₹ 2,99,500 - ₹ 8,49,000
",available,Adventure,Petrol,"112cc, 4-Stroke Single, Air Cooling",PB18 (Keihin),Air Cooling,112 cc,7.3 HP @ 7500 rpm,8.0 NM @ 4000 rpm,1,1560 mm,650 mm,955 mm,680 mm,215 mm,1075 mm,76 kg,3.8 litres,53.0 mm,50.6 mm,"4 Speed, Return",NaN,NaN,90mm Drum,110mm Drum,30 mm Telescopic Fork,Single Shock,NaN,NaN,NaN,NaN,NaN,NaN
378,Kawasaki,Kawasaki KX,"
₹ 4,87,800 - ₹ 7,79,000
",available,Adventure,Petrol,"99cc, 2-Stroke Single, Liquid Cooling",Keihin PWK 28,Liquid Cooling,99 cc,NaN,NaN,NaN,1920 mm,765 mm,765 mm,870 mm,330 mm,1310 mm,77 kg,5 litres,52.5 mm,45.8 mm,"6 Speed, Return",NaN,NaN,"Single 220 mm Disc, Dual-Piston","Single 184 mm Disc, Single-Piston",30 mm Telescopic Fork,Single Shock,NaN,NaN,NaN,NaN,NaN,NaN
379,Kawasaki,Kawasaki Ninja,"
₹ 1,60,000 - ₹ 10,29,000
",available,Sports,Petrol,"296cc, 4 Cylinder, Liquid Cooling","Fuel Injection: ø32 mm x 2 (Keihin), with Dual Throttle Valves",Liquid Cooling,296 cc,39 HP @ 11000 rpm,27 Nm @ 10000 rpm,2,2015 mm,715 mm,1110 mm,785 mm,135 mm,1405 mm,179 kg,17 litres,62 mm,49 mm,6 Speed,NaN,Return,"Single ø290 mm Petal Disc, Dual-Piston","Single 220 mm Petal Disc, Dual-Piston",37 mm Telescopic Fork,Bottom-Link Uni-Trak with Gas-Charged Shock and 5-Way Adjustable Pre-Load,NaN,Digital,Analog,Digital,NaN,1
380,Kawasaki,Kawasaki Ninja H2,"
 ₹ 22,89,000 - ₹ 75,80,000
",available,Superbike,Petrol,"998cc, 4 Cylinder, Liquid-Cooled",Fuel injection: 50mm x 4 with Dual injection,Liquid-cooled,998 cc,"231 HP @ 11,500 rpm","141.7 Nm @ 11,000 rpm",4,2085 mm,770 mm,1125 mm,825 mm,130 mm,1455 mm,238 kg,17 litres,76 mm,55 mm,6 Speed,NaN,Return,Dual Semi-Floating 330 mm Brembo Discs,Single 250 mm Disc,"43 mm Inverted Fork with Rebound and Compression Damping, Spring Preload Adjustability and Top-Out Springs","New Uni-Trak, Öhlins TTX36 Gas-Charged Shock with Piggyback Reservoir, Compression Damping, Rebound Damping, Preload Adjustability and Top-Out Spring",NaN,NaN,Analog,Digital,NaN,NaN
381,Kawasaki,Kawasaki Ninja ZX,"
₹ 5,00,000 - ₹ 19,75,000
",available,Superbike,Petrol,"998cc, 4 Cylinder, Liquid Cooling",Fuel Injection: ø47 mm x 4 with Dual Injection,Liquid Cooling,998 cc,203 HP @ 13500 rpm,114.9 Nm @ 11200 rpm,4,2085 mm,740 mm,1145 mm,835 mm,145 mm,1440 mm,206 kg,17 litres,76 mm,55 mm,6 Speed,NaN,Return,Dual Semi-Floating 330 mm Brembo Discs,Single 220 mm Disc,"ø43 mm Inverted Balance Free Front Fork with External Compression Chamber, Compression and Rebound Damping and Spring Preload Adjustability, and Top-Out Springs","Horizontal Back-Link with BFRC Lite Gas-Charged Shock, Piggyback Reservoir, Compression and Rebound Damping and Spring Preload Adjustability, and Top-Out Spring",NaN,Digital,Digital,Digital,Digital,1
382,Kawasaki,Kawasaki Versys,"
₹ 3,25,000 - ₹ 10,89,000
",available,Adventure,Petrol,"649cc, 4-Stroke Parallel Twin, Liquid Cooling",Fuel Injection: ø38 mm x 2 (Keihin),Liquid Cooling,649 cc,69 HP @ 8500 rpm,64 NM @ 7000 rpm,2,2165 mm,840 mm,1400 mm,840 mm,170 mm,1415 mm,216 kg,21 litres,83 mm,60 mm,"6 Speed, Return",NaN,NaN,"Dual Semi-Floating ø300 mm Petal Discs, Dual 2-Piston","Single ø250 mm Petal Disc, Single-Piston",ø41 mm Inverted Telescopic Fork with Adjustable Rebound Damping (Right-Side) and Adjustable Preload (Left-Side),Offset Laydown Single-Shock with Remote Spring Preload Adjustability,NaN,Digital,Analog,Digital,Digital,1
383,Kawasaki,Kawasaki Vulcan,"
₹ 5,49,900
",available,Cruiser,Petrol,"649cc, 2 Cylinder, Liquid Cooling",Fuel Injection: 38 mm x 2 with Sub-Throttles,Liquid cooled,649 cc,61 HP @ 7500 rpm,63 Nm @ 6600 rpm,2,2310 mm,855 mm,1090 mm,705 mm,130 mm,1575 mm,235 kg,14 litres,83 mm,60 mm,6-Speed,NaN,Return,"Single ø300 mm Disc, Dual-Piston","Single ø250 mm Disc, Single-Piston",ø41 mm Telescopic Fork,"Offset Laydown Single-Shock, Linkage Equipped, with Adjustable Preload",NaN,Digital,Analog,Digital,1,NaN
384,Kawasaki,Kawasaki Z,"
₹ 1,30,000 - ₹ 25,00,000
",available,Naked,Petrol,"249cc, DOHC, 2-cylinder, 4-stroke",Fuel injection: ø28 mm x 2 (Keihin),Liquid Cooling,249 cc,31.5 Bhp @ 11000 rpm,21 Nm @ 10000 rpm,2,2010 mm,750 mm,1025 mm,785 mm,145 mm,1400 mm,168 kg,17 litres,62 mm,41.2 mm,6,"Wet Multi-Disc, Manual",NaN,"290mm Single disc, Hydraulic, Two-piston calipers","220mm Single disc, Two-piston calipers",37mm Hydraulic Telescopic Fork,Bottom-link Uni-Trak with 5-way Adjustable Preload,8.20 secs,Digital,Analogue,Digital-2,NaN,1
385,Kawasaki,Kawasaki Estrella,"
₹ 1,75,000
",expected,Cruiser,Petrol,"249cc, Single Cylinder, 4-Stroke, Air-Cooled",Fuel Injection (32 mm x 1 Mikuni),Air Cooling,249 cc,17.75 BHP @ 7500 rpm,18 NM @ 5500 rpm,1,2075 mm,755 mm,1030 mm,735 mm,170 mm,1410 mm,161 kg,13 litres,66.0 mm,73.0 mm,5,NaN,NaN,300mm Disc,160mm Drum,39mm Telescopic fork,"Swing arm, dual shocks",NaN,Analog,Analog,Digital,NaN,1
386,Kawasaki,Kawasaki Ninja RR,"
₹ 1,60,000 - ₹ 2,40,000
",expected,Sports,Petrol,"4-stroke, Single Cylinder, DOHC",Fuel injection: ø38 mm x 1,Liquid Cooling,249 cc,27.62 BHP @ 9700 rpm,22.6 NM @ 8200 rpm,1,1935 mm,685 mm,1075 mm,780 mm,165 mm,1330 mm,151 kg,11 litres,72 mm,61.2 mm,6,"Wet multi-disc, manual",NaN,Single 290 mm disc. Caliper: Dual-piston,Single 220 mm disc. Caliper: Dual-piston,37 mm telescopic fork,Uni-Trak with adjustable spring preload,NaN,Digital,Digital,Digital-2,NaN,1
387,Kawasaki,Kawasaki W,"
₹ 1,25,000 - ₹ 7,99,000
",expected,Cruiser,Petrol,"773cc, Vertical Twin, Air Cooled",Fuel Injection,Air Cooled,773 cc,52 HP @ 6500 rpm,62.9 NM @ 4800 rpm,1,2135 mm,925 mm,1120 mm,770 mm,130 mm,1465 mm,224 kg,15 litres,77.0 mm,83.0 mm,5 Speed,NaN,Return,320mm Single Disc,270mm Single Disc,Telescopic Forks,Dual Shock Absorbers,NaN,Analogue,Analogue,Digital,NaN,1
388,Kawasaki,Kawasaki ER-6n,"
₹ 4,69,000
",discontinued,Naked,Petrol,"Liquid-cooled, 4-stroke, Parallel Twin, DOHC",Fuel injection: ø38 mm x 2 (Keihin),Liquid Cooling,649 cc,71 Bhp @ 8500 rpm,64 Nm @ 7000 rpm,2,2110 mm,770 mm,1110 mm,805 mm,130 mm,1410 mm,204 kg,16 litres,83 mm,60 mm,6,"Wet multi-disc, manual",NaN,"Dual semi-floating 300 mm petal discs, Caliper: Dual piston","Single 220 mm petal disc, Caliper: Single-piston",41 mm telescopic fork,Offset laydown single-shock with adjustable preload,4.50 secs,Digital,Analogue,Digital-2,1,1
389,Kawasaki,Kawasaki Z (2016),"
₹ 7,00,000 - ₹ 7,50,000
",discontinued,Naked,Petrol,"Liquid-cooled, 4-stroke In-Line Four","Fuel injection: ø34 mm x 4 (Mikuni), with dual throttle valves",Liquid Cooling,806 cc,111.3 Bhp @ 10200 rpm,83 Nm @ 8000 rpm,4,2100 mm,800 mm,1050 mm,834 mm,150 mm,1445 mm,231 kg,17 litres,71 mm,50.9 mm,6,"Wet multi-disc, Manual",NaN,"Dual semi-floating 310 mm petal discs, Dual opposed 4-piston caliper","Single 250 mm petal disc, Single-piston caliper",41 mm inverted fork with rebound damping and spring preload adjustability,"Bottom-Link Uni-Trak, gas-charged shock with piggyback reservoir. Rebound damping: Stepless. Spring preload: Stepless",3.50 secs,Digital,Digital,Digital,Digital,1
390,Keeway,Keeway Blackster,"
₹ 1,75,000
",expected,Cruiser,Petrol,"248.9cc, Air-cooled, 4-stroke, SOHC, 2-cylinder, 4-valve",EFI,Air-cooling,248.9 cc,19.18 BHP @ 8500 rpm,18.7 NM @ 5750 rpm,2,2300 mm,840 mm,1170 mm,688 mm,140 mm,1530 mm,NaN,13.5 litres,49.0 mm,66.0 mm,5,"Wet, multiple-plate",NaN,"Single disc,Ø 270 mm","Disc,Ø 220 mm",Telescopic forks,Telescopic coil spring oil damped,NaN,Analog,0,NaN,NaN,1
391,Keeway,Keeway Superlight,"
₹ 1,30,000
",expected,Cruiser,Petrol,"197cc, 4-Stroke, Single Cylinder, air cooled and assisted by oil",Carburettor,Oil-cooled,197 cc,12.73 BHP @ 7550 rpm,14 NM @ 6000 rpm,1,2260 mm,840 mm,1025 mm,730 mm,120 mm,1440 mm,NaN,14 litres,56.5 mm,62.20 mm,5,Multiplate Wet,NaN,275mm Ventilated Disc,160mm Mechanical Drum,Telescopic forks,Telescopic coil spring oil damped,NaN,Analog,Analog,Analog,NaN,1
392,Kinetic,Kinetic 4S,"
₹ 42,900
",discontinued,Scooter,Petrol,Air Cooled,NaN,NaN,113.1 cc,[email protected],[email protected],1,NaN,NaN,NaN,NaN,NaN,1260.00 mm,104.00 kg,7.00 litres,NaN,NaN,Automatic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
393,Kinetic,Kinetic Aquila,"
NA
",discontinued,Cruiser,NaN,"V-twin, DOHC",NaN,Liquid Cooling,NaN,26 Bhp @ 7500 rpm,2.9 Kgm @ 5500 rpm,NaN,2270.00 mm,800.00 mm,1090.00 mm,NaN,NaN,1500.00 mm,155.00 kg,14.00 litres,57.0 mm,48.0 mm,5 Manual,NaN,NaN,246mm Disc,130mm Drum,Telescopic fork,Double-sided swingarm,NaN,Analogue,Analogue,None,NaN,1
394,Kinetic,Kinetic Blaze,"
₹ 57,400 - ₹ 61,200
",discontinued,Scooter,Petrol,"4 Stroke, 4 Valve",NaN,Air Cooling,165 cc,11.6 Bhp @ 7500 rpm,12 Nm @ 5000 rpm,1,1990 mm,700.00 mm,950.00 mm,NaN,160.00 mm,1495.00 mm,136.00 kg,6.00 litres,NaN,NaN,Automatic,NaN,NaN,Disc 220mm,Drum 130mm,Telescopic,Telescopic Shock Absorber,NaN,Analogue,None,None,NaN,1
395,Kinetic,Kinetic Boss,"
₹ 39,400
",discontinued,Commuter,Petrol,Air Cooled,NaN,NaN,113.61 cc,[email protected],[email protected],1,NaN,NaN,NaN,NaN,153.00 mm,1250.00 mm,116.00 kg,12.50 litres,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
